resource_type,name,city_region,latitude,longitude,industrial_type,landuse,power_type,operator,voltage,address,website,phone,description
Industrial Zone,Miki Wire Works Pvt Ltd,Bengaluru,12.777768,77.744772,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Minerva Mills,Bengaluru,12.979612,77.561774,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Mirage Lifestyle Pvt Ltd,Bengaluru,12.782683,77.746295,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Modern Engineering Enterprise,Bengaluru,13.033228,77.526868,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Modi Exports,Bengaluru,12.775524,77.633611,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Mohan Industries,Bengaluru,12.782756,77.744199,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Mookhambikay Engg Works,Bengaluru,12.778607,77.746163,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Mother Dairy,Bengaluru,13.095817,77.573853,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Mpee Transmission Products Pvt Ltd,Bengaluru,12.783478,77.740297,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Muktha Die Casting Pvt Ltd,Bengaluru,12.778908,77.639424,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Muniyappa,Bengaluru,12.773253,77.63324,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Muralidhar Goyal,Bengaluru,12.779049,77.638461,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Murugan Industries,Bengaluru,12.772027,77.63302,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Mysore Fruit Products Pvt. Ltd.,Bengaluru,13.011127,77.549186,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Mysore Lamps,Bengaluru,13.014957,77.557977,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,N M Granites,Bengaluru,12.778077,77.633614,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,NAL Wind Tunnel Centre,Bengaluru,12.943067,77.667763,Energy Infrastructure,industrial,,NAL,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,NGEF Ancilliary Industrial Estate,Bengaluru,12.990589,77.705304,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,NIMHANS Sewage Treatment Plant,Bengaluru,12.94236,77.594521,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,NSP Electronics Limited,Bengaluru,13.029044,77.735996,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Nagadevi Industrial Complex,Bengaluru,13.017994,77.632092,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Nagasandra 20MLD Sewage Treatment Plant,Bengaluru,13.042392,77.492885,Energy Infrastructure,industrial,,BWSSB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Nagasandra Phase I 20MLD Sewage Treatment Plant,Bengaluru,13.042509,77.49134,Energy Infrastructure,industrial,,BWSSB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Nagendra Chemical Inds &Agencies Co,Bengaluru,12.782996,77.739065,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Nalini Fabrication,Bengaluru,12.771062,77.633838,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Nandhi Woods,Bengaluru,13.034844,77.526601,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Nandini Dairy,Bengaluru,12.938281,77.603593,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Narasapura Industrial Area,Bengaluru,13.10411,77.982099,Energy Infrastructure,industrial,,KIADB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,National Aerospace Laboratories,Bengaluru,12.963761,77.652204,Energy Infrastructure,industrial,,,,,https://www.nal.res.in/en,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,National Seeds Corporation Limited,Bengaluru,13.041473,77.589569,warehouse,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Natural Remedies,Bengaluru,12.556008,77.736163,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Nelamangala KSRTC Depot,Bengaluru,13.078608,77.426018,depot,industrial,,KSRTC,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,New Government Electric Factory,Bengaluru,12.995146,77.648111,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,North East Technologies,Bengaluru,13.174019,77.741812,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Nova Granites (India) Ltd,Bengaluru,12.783651,77.746146,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,NueGo Bus Depot,Bengaluru,13.060032,77.466419,bus_depot,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,OLEO India,Bengaluru,13.149838,77.706118,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Obalapura Industrial Area,Bengaluru,13.240812,77.326305,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Obedanahalli Industrial Area,Bengaluru,13.273973,77.579251,Energy Infrastructure,industrial,,KIADB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Om Pharmaceuticals Limited,Bengaluru,13.045328,77.747056,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Om Shuthi Enterprises,Bengaluru,13.033246,77.527135,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Om Timbers,Bengaluru,13.033105,77.503635,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Omega Enterprises,Bengaluru,12.775355,77.63592,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Otis Elevator Company (India) Ltd,Bengaluru,12.779326,77.631362,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,P D Plasticizers & Chemicals(P)Ltd.,Bengaluru,12.779273,77.742286,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,P M Industries Limited,Bengaluru,12.78117,77.632378,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,P S Paints & Coatings (India),Bengaluru,12.774623,77.635136,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,PK Kalyanamantapa,Bengaluru,12.879872,77.62538,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,PNK Metals,Bengaluru,13.034663,77.526753,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,PS Engineering Co.,Bengaluru,13.034415,77.52807,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Pankaj Granite Industries,Bengaluru,12.782075,77.742441,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Parashakthi Coach Builders,Bengaluru,12.779055,77.741231,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Parson Paint Industries,Bengaluru,12.783658,77.739895,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Peenya Metro Depot,Bengaluru,13.043784,77.531895,depot,industrial,,BMRCL,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Pepsico Bottling Plant,Bengaluru,13.141303,77.342297,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Peter England Factory,Bengaluru,12.90108,77.621806,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Petronet MHB,Bengaluru,12.988973,77.842432,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Pkl Limited,Bengaluru,12.781458,77.74605,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Pointec Pens Pvt Ltd,Bengaluru,12.785261,77.747086,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Poly Polymers Private Ltd,Bengaluru,12.782216,77.740305,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Poornima Medical Systems,Bengaluru,13.155034,77.687062,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Power Engineers & Earth Movers,Bengaluru,12.773777,77.635101,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Prab Engineering,Bengaluru,12.779344,77.740639,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Pramodaya Aerospace Solutions,Bengaluru,13.175159,77.742761,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Preci fit,Bengaluru,13.033753,77.527142,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Precision Engg Works,Bengaluru,13.033807,77.527322,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Precision Tooling,Bengaluru,12.77892,77.746397,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Prime. Steel,Bengaluru,13.033894,77.526938,Energy Infrastructure,,,,,,,+91-9341302016,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Priya Industries,Bengaluru,13.031409,77.52734,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Product Development & Innovation Centre,Bengaluru,13.057037,77.555085,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Promag Engineering Services,Bengaluru,12.773552,77.634215,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Punit Creation,Bengaluru,12.903398,77.624272,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Puttappa Industrial Estate,Bengaluru,12.995938,77.690813,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,R K Hitech Enterprises,Bengaluru,12.779432,77.640547,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,RBAI office,Bengaluru,12.869344,77.66393,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,RS Sparktech,Bengaluru,13.033462,77.527227,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,RSA Turbotech,Bengaluru,13.140245,77.822563,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Rab Engineering Works,Bengaluru,13.03503,77.526373,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Rabin Batteries,Bengaluru,12.78363,77.737674,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Rachita Impex Pvt Ltd,Bengaluru,12.781569,77.744658,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Rachita Implex Pvt Ltd,Bengaluru,12.78197,77.74467,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Radha Stones Pvt Ltd,Bengaluru,12.777002,77.634154,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Radha Stones Pvt Ltd,Bengaluru,12.776916,77.634571,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Raghavendra Industries,Bengaluru,12.783328,77.743767,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Raj Skoda Repair,Bengaluru,12.979031,77.705677,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Rajacanal 40MLD Sewage Treatment Plant,Bengaluru,13.044409,77.646224,Energy Infrastructure,industrial,,BWSSB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Rajajinagar BWSSB Water Tank,Bengaluru,12.998848,77.545831,Energy Infrastructure,industrial,,BWSSB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Rajajinagar Industrial Estate,Bengaluru,12.978573,77.551055,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Rajamane Industries Pvt. Ltd,Bengaluru,12.991936,77.705481,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Rajarajeshwari Plastics,Bengaluru,12.775405,77.634405,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Rajashri Foods,Bengaluru,12.983785,77.570822,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Rakon India,Bengaluru,13.177442,77.728473,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Rakshit Packaging Industries,Bengaluru,12.775048,77.635966,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Ram Kumar Mills,Bengaluru,12.983154,77.55815,Energy Infrastructure,industrial,,,,,ramkumarmills.co.in,080 2320 5796,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Ram Precision Industries,Bengaluru,13.034618,77.528169,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Ranger Apparel Export,Bengaluru,13.063632,77.740964,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Ranka Steels,Bengaluru,12.977445,77.705488,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Rapid Engineering Works,Bengaluru,13.034453,77.52754,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Rashi Granite Export India Pvt Ltd,Bengaluru,12.775625,77.632493,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Rathna Food Products,Bengaluru,12.779621,77.634859,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Ravago Shah Polymers Pvt Ltd,Bengaluru,13.041873,77.530489,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Ravi Industries,Bengaluru,12.781019,77.739217,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Ravichetan Auto Builders P Ltd,Bengaluru,12.782821,77.739484,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Reliance Granite Pvt Ltd,Bengaluru,12.780673,77.737946,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Resma Wires Pvt Ltd,Bengaluru,12.782354,77.740786,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Revanasiddehswara Education Trust,Bengaluru,12.779754,77.638145,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Rks Agro-Tech Limited,Bengaluru,12.779626,77.634015,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Rossell Techsys,Bengaluru,13.182689,77.725936,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Royal Enterprises,Bengaluru,12.780273,77.74272,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,S R Packaging,Bengaluru,12.778867,77.639856,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,S T Designs,Bengaluru,12.778465,77.740234,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,S T S Chamber Bricks,Bengaluru,12.777241,77.743039,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,S V S Industries,Bengaluru,12.785533,77.738535,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,S V S Industries,Bengaluru,12.785195,77.738487,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,SATS Food Solutions,Bengaluru,13.202268,77.683603,factory,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,SB Engineering Works,Bengaluru,13.034382,77.527871,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,SCS Modular Furniture,Bengaluru,12.902909,77.623509,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,SEG Automotive,Bengaluru,12.871423,77.662862,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,SKF,Bengaluru,12.821738,77.684041,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,SL Technologies,Bengaluru,13.033725,77.527344,Energy Infrastructure,,,,,,,+91-9449503160,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,SLN Engineering Works,Bengaluru,13.034554,77.527941,Energy Infrastructure,,,,,,,+91-7760534543,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,SMC Medical Manufacturing Pvt. Ltd.,Bengaluru,12.979447,77.723742,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,SMS Technologies,Bengaluru,13.033626,77.527164,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,SP Engineering Works,Bengaluru,13.033738,77.527284,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,STP-1,Bengaluru,12.95253,77.45714,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,STP-2,Bengaluru,12.936951,77.454841,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,STP-3,Bengaluru,12.937601,77.445369,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,STP-4,Bengaluru,12.923394,77.458564,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,STP-5,Bengaluru,12.907449,77.456502,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,STP-6,Bengaluru,12.902123,77.442865,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,STP-6,Bengaluru,12.890565,77.4489,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Sadaramangala Industrial Area,Bengaluru,12.992268,77.736237,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Safal Market & Mother Diary Processing Center,Bengaluru,13.035696,77.756301,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Safeline International,Bengaluru,12.782628,77.744619,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Sai Maruthi Precision Works,Bengaluru,13.033881,77.526854,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Sai Packaging,Bengaluru,12.775141,77.635178,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Saint Gobain,Bengaluru,13.060055,77.735461,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Saint-Gobain,Bengaluru,13.060652,77.740011,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Saisankara Enterprise,Bengaluru,13.035179,77.526321,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,San Engineering And Locomotives Company,Bengaluru,12.99135,77.735727,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Sandhar Technologies Ltd,Bengaluru,12.780305,77.742368,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Sapthagiri Industries,Bengaluru,12.782842,77.739935,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Sarakki 5MLD Sewage Treatment Plant,Bengaluru,12.895791,77.575056,Energy Infrastructure,industrial,,Bangalore Water Supply and Sewerage Board,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Satellite Goods Terminal,Bengaluru,12.996751,77.738732,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Sathya Sai Castings Pvt Ltd,Bengaluru,12.781821,77.744215,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Scalene Cybernetics Ltd,Bengaluru,13.015771,77.713405,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Schunk Carbon Technology India Pvt. Ltd,Bengaluru,12.994901,77.689954,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Scrap Yard,Bengaluru,13.104758,77.587268,scrap_yard,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Scrap Yard,Bengaluru,13.109529,77.582912,scrap_yard,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Seeaar Machine Tools Pvt Ltd,Bengaluru,12.783331,77.738349,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Seenu Precision Tooling Systems,Bengaluru,12.958474,77.559672,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Sewage Treatment Plant,Bengaluru,12.918807,77.678034,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Shabari Mosaic,Bengaluru,12.898462,77.607751,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Shahi Export,Bengaluru,12.921318,77.67317,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Shahi Exports,Bengaluru,12.901893,77.622979,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Shakthi Interiors Inc.,Bengaluru,12.779394,77.641018,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Shakti Coach Works P Ltd,Bengaluru,12.782178,77.738851,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Shankarappa Industrial Estate,Bengaluru,12.990455,77.508432,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Sharp Engineering,Bengaluru,13.033692,77.527412,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Sharp Industries,Bengaluru,12.779138,77.745021,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Sharp Tool Enterprise,Bengaluru,13.034747,77.526552,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Shetron,Bengaluru,12.820556,77.685103,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Shilpi Udyog,Bengaluru,12.778872,77.744141,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Shivakumar Industries,Bengaluru,12.783502,77.737947,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Shivalik Exports,Bengaluru,12.775191,77.633561,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Shree Ragavendra Enterprise,Bengaluru,13.034966,77.526556,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Shri Manjunatha Engineering,Bengaluru,13.033814,77.527227,Energy Infrastructure,,,,,,,+91-94480658037,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Shristhi Engineering Works,Bengaluru,13.034477,77.527637,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Silicon Granites,Bengaluru,12.775903,77.633672,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Silver Crest,Bengaluru,12.958834,77.955865,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
